prefix_length,gap_ms,scenario,trials,post_tool_mean_ms,post_tool_median_ms,post_tool_p95_ms,next_turn_mean_ms,exposed_mean_ms,handoff_mean_ms,full_prefix_hit_rate,mean_cached_tokens,mean_transfer_bytes,speedup_vs_reroute,speedup_vs_on_return,overhead_vs_sticky
130000,0.0,sticky,3,157.18271397054195,155.08123021572828,163.73793128877878,157.18271397054195,0.0,0.0,1,130004,0,75.38335584454826,2.400501245690081,1.0
130000,0.0,reroute,3,11848.960459853211,11849.081173539162,11854.575830511749,11848.960459853211,0.0,0.0,0,0,0,1.0,0.03184391592542355,75.38335584454826
130000,0.0,on-return,3,377.3173006872336,375.38539431989193,384.932872839272,156.43262304365635,220.88467764357725,220.87607936312756,1,130004,34079768576,31.403172974766584,1.0,2.400501245690081
130000,0.0,agentshift,3,354.78647829343873,359.0710451826453,360.4036308825016,154.23654795934758,200.5499303340912,217.38370570043722,1,130004,34079768576,33.3974409533531,1.0635053018428735,2.2571596413580837
130000,100.0,sticky,3,150.95709667851528,151.52059774845839,151.98097564280033,150.95709667851528,0.0,0.0,1,130004,0,78.55738330669038,2.5452787327089923,1.0
130000,100.0,reroute,3,11858.794506639242,11858.985870145261,11885.226502083242,11858.794506639242,0.0,0.0,0,0,0,1.0,0.03240024839895886,78.55738330669038
130000,100.0,on-return,3,384.2278877273202,388.4504036977887,390.2617134153843,160.33894972254834,223.88893800477186,223.87891138593355,1,130004,34079768576,30.863960908155686,1.0,2.5452787327089923
130000,100.0,agentshift,3,290.92891172816354,293.9201509580016,303.26125863939524,158.8236934815844,132.10521824657917,233.24021945397058,1,130004,34079768576,40.761828847453266,1.3206933798533327,1.9272291142942306
130000,250.0,sticky,3,151.3967259476582,151.61787066608667,151.97910647839308,151.3967259476582,0.0,0.0,1,130004,0,78.18302247941844,2.464116006998727,1.0
130000,250.0,reroute,3,11836.653628076116,11844.726473093033,11846.426284871995,11836.653628076116,0.0,0.0,0,0,0,1.0,0.03151727739417341,78.18302247941844
130000,250.0,on-return,3,373.0590958148241,371.8153415247798,377.26679630577564,151.46578413744768,221.59331167737642,221.58270856986442,1,130004,34079768576,31.728628951461065,1.0,2.464116006998727
130000,250.0,agentshift,3,156.69182098160186,153.11090275645256,164.96246214956045,156.68100056548914,0.010820416112740835,250.68518115828437,1,130004,34079768576,75.54097944567208,2.3808460038167993,1.0349749639617325
130000,500.0,sticky,3,156.7836677034696,152.29246951639652,166.15848150104284,156.7836677034696,0.0,0.0,1,130004,0,75.65762329591598,2.356772603712027,1.0
130000,500.0,reroute,3,11861.879670061171,11838.544362224638,11911.981235258281,11861.879670061171,0.0,0.0,0,0,0,1.0,0.03115049747854353,75.65762329591598
130000,500.0,on-return,3,369.50345275302726,370.4076875001192,371.62800412625074,151.52564023931822,217.97781251370907,217.96727242569128,1,130004,34079768576,32.1022160461097,1.0,2.356772603712027
130000,500.0,agentshift,3,153.30313487599292,151.98046155273914,156.51435405015945,153.2903645808498,0.012770295143127441,501.08699376384413,1,130004,34079768576,77.37532360089217,2.410279822731081,0.9778004120042686
130000,1000.0,sticky,3,156.50346719970307,155.94938304275274,160.8118237927556,156.50346719970307,0.0,0.0,1,130004,0,75.80944263006968,2.4492538540750624,1.0
130000,1000.0,reroute,3,11864.440618082881,11864.151894114912,11867.03207436949,11864.440618082881,0.0,0.0,0,0,0,1.0,0.03230803141538426,75.80944263006968
130000,1000.0,on-return,3,383.3167202149828,385.2362707257271,391.26511570066214,151.4943754300475,231.82234478493532,231.80887941271067,1,130004,34079768576,30.95205607370511,1.0,2.4492538540750624
130000,1000.0,agentshift,3,153.15181544671455,152.98800822347403,154.14979588240385,153.1377707918485,0.014044654866059622,1001.726361302038,1,130004,34079768576,77.46849479698675,2.5028545636035804,0.9785841693289025
