prefix_length,tool,scenario,trials,tool_mean_ms,prediction_mean_ms,prediction_abs_error_mean_ms,post_tool_mean_ms,post_tool_median_ms,post_tool_p95_ms,exposed_mean_ms,full_prefix_hit_rate,speedup_vs_reroute,speedup_vs_on_return,overhead_vs_sticky
4096,state-store-tests,tokencake-source,3,400.7454120243589,399.15385097265244,2.2112239773074784,44.78667117655277,43.84227376431227,47.734311781823635,1.5614557390411694,1,2.9825052638504657,1.907933754330466,1.032816005991577
4096,state-store-tests,tokencake-remote,3,402.599945353965,399.15385097265244,4.538926295936108,336.5244176238775,324.4536006823182,377.32441537082195,293.21147470424575,1,0.3969295407375244,0.2539191725973035,7.7605188284432565
4096,state-store-tests,symphony,3,398.63090341289836,399.15385097265244,3.1347411374251046,334.54230707138777,318.76440439373255,372.7304255589843,291.6179873670141,1,0.39928128583720435,0.25542360375846357,7.7148097938024325
4096,state-store-tests,on-return,3,399.4382784391443,399.15385097265244,2.480527696510156,85.4500016818444,84.3260120600462,87.9100076854229,42.77024511247873,1,1.5632121697522403,1.0,1.9705445198441067
4096,state-store-tests,agentshift,3,396.35567894826335,399.15385097265244,3.2068307821949324,44.50744204223156,43.71225740760565,47.407058998942375,0.029888935387134552,1,3.001216794433221,1.9199036781481145,1.0263767616429793
4096,state-store-tests,oracle,3,399.5381435379386,399.15385097265244,2.2919348751505217,51.11163264761368,52.54041589796543,55.001264438033104,8.367253156999746,1,2.6134262518152025,1.6718307996728397,1.1786746124247276
16384,control-plane-tests,sticky,3,477.22024253259104,474.06966146081686,3.1505810717741647,45.91316326210896,45.83617206662893,46.68579902499914,0.0,1,11.142176890807352,2.2119426963900626,1.0
16384,control-plane-tests,reroute,3,481.04088225712377,474.06966146081686,6.971220796306928,511.5725866829356,513.9791173860431,515.6243480741978,0.0,0,1.0,0.1985197971695266,11.142176890807352
16384,control-plane-tests,agentix,3,479.04169994095963,474.06966146081686,4.972038480142753,45.979621820151806,45.96064705401659,46.09460569918156,0.0,1,11.126072082191968,2.208745573050282,1.0014474837567486
16384,control-plane-tests,ttl,3,480.7745401437084,474.06966146081686,6.704878682891528,527.007852991422,526.2035699561238,529.1604911908507,0.0,0,0.9707115060603514,0.1927054512932267,11.478360791279853
16384,control-plane-tests,tokencake-source,3,482.73306743552286,474.06966146081686,8.663405974706015,46.52339189002911,46.60138767212629,47.696628607809544,0.0,1,10.996029435948667,2.1829295332946734,1.0132909297587813
16384,control-plane-tests,tokencake-remote,3,484.0868813917041,474.06966146081686,10.017219930887222,2101.7790573338666,2095.33438552171,2120.501510798931,2053.5288474832973,1,0.24339979261753228,0.04831967746153735,45.777265341863625
16384,control-plane-tests,symphony,3,486.4833376680811,474.06966146081686,12.413676207264265,2116.1542798702917,2118.926872499287,2126.8590670078993,2064.3732932706675,1,0.24174635637354952,0.04799143763374915,46.09036122799022
16384,control-plane-tests,on-return,3,487.6091033220291,474.06966146081686,13.539441861212254,101.55728614578645,100.59131402522326,105.46855814754963,53.746431755522885,1,5.037280987880754,1.0,2.2119426963900626
16384,control-plane-tests,agentshift,3,481.2293828775485,474.06966146081686,7.159721416731675,48.466043857236706,48.549494706094265,49.971370957791805,0.03298154721657435,1,10.55527841698493,2.0954317304077303,1.05560236789946
16384,control-plane-tests,oracle,3,478.33201568573713,474.06966146081686,4.262354224920273,57.750191539525986,57.94383306056261,59.90902055054903,11.271070378522078,1,8.858370388828924,1.7585618928428586,1.2578133902437048
16384,git-status,sticky,3,2.7441817025343576,2.419481985270977,0.3246997172633807,46.49102874100208,46.786108054220676,47.31625411659479,0.0,1,11.311192598975925,2.236296335945426,1.0
16384,git-status,reroute,3,2.834032600124677,2.419481985270977,0.4145506148537,525.8689802139997,514.0518331900239,554.2809404432774,0.0,0,1.0,0.197706503215929,11.311192598975925
16384,git-status,agentix,3,2.5647509222229323,2.419481985270977,0.17392324904600778,45.470694390436016,45.323487371206284,46.256777830421925,0.0,1,11.56500878782725,2.2864774471028153,0.9780530915706281
16384,git-status,ttl,3,2.6006707921624184,2.419481985270977,0.18118880689144135,45.729306836922966,45.379750430583954,47.004591673612595,0.0,1,11.499605320704319,2.273546756319743,0.9836157227597047
16384,git-status,tokencake-source,3,3.8244317596157393,2.419481985270977,1.404949774344762,175.6304744631052,175.33030919730663,176.40310525894165,129.81267149249712,1,2.9941784409656615,0.5919685495678428,3.7777282890754895
16384,git-status,tokencake-remote,3,3.824233698348204,2.419481985270977,1.4047517130772273,2566.7433760439358,2562.424830161035,2577.57247146219,2519.3704714377723,1,0.20487789512659027,0.04050569223171799,55.20943385320777
16384,git-status,symphony,3,3.7534662211934724,2.419481985270977,1.3339842359224956,2575.2186312650642,2576.269648037851,2586.3526249304414,2527.4793161079288,1,0.2042036252105201,0.04037238468438805,55.391732577298036
16384,git-status,on-return,3,2.7190021549661956,2.419481985270977,0.2995201696952184,103.96771722783645,103.90505101531744,105.68578075617552,56.552570002774395,1,5.058002563061017,1.0,2.236296335945426
16384,git-status,agentshift,3,6.285207656522592,2.419481985270977,3.865725671251615,97.69136924296618,97.51089382916689,100.84883589297533,51.13427682469288,1,5.382962530764841,1.0642466988998844,2.10129506462843
16384,git-status,oracle,3,5.280939241250356,2.419481985270977,2.861457255979379,96.52480824540059,95.89899331331253,98.56322407722473,49.936547254522644,1,5.448018905948538,1.0771087673493567,2.0762028903067047
16384,state-store-tests,sticky,3,399.57753972460824,399.15385097265244,2.0258591199914613,45.654068080087505,45.630162581801414,45.739819295704365,0.0,1,11.27349193636615,2.241559741107099,1.0
16384,state-store-tests,reroute,3,400.17952552686137,399.15385097265244,1.66676410784324,514.6807683631778,512.7433938905597,519.2919299006462,0.0,0,1.0,0.1988345539926499,11.27349193636615
16384,state-store-tests,agentix,3,400.87769522021216,399.15385097265244,2.4199122563004494,46.156905591487885,46.25351540744305,46.525636687874794,0.0,1,11.150677493815651,2.217139986198714,1.0110140789757944
16384,state-store-tests,ttl,3,398.8217047105233,399.15385097265244,1.51516559223334,46.386297792196274,46.402390114963055,46.915809623897076,0.0,1,11.095534519026959,2.2061756574007765,1.0160386520391627
16384,state-store-tests,tokencake-source,3,402.87432943781215,399.15385097265244,3.7204784651597342,45.66877211133639,45.723346062004566,45.897998847067356,0.0,1,11.269862196172738,2.240838023334632,1.000322074940246
16384,state-store-tests,tokencake-remote,3,400.3023551777005,399.15385097265244,1.2627371276418369,2215.57577761511,2215.813093818724,2231.585232540965,2165.1082755997777,1,0.23230113524584134,0.046189492618593106,48.52964633356422
16384,state-store-tests,symphony,3,402.7927527204156,399.15385097265244,4.722810350358486,2176.7873720576367,2173.497710376978,2187.1458953246474,2128.203956099848,1,0.2364405338665067,0.047012548097130895,47.68003079679695
16384,state-store-tests,on-return,3,398.0450068290035,399.15385097265244,1.1088441436489422,102.33632102608681,98.99665135890245,111.31340079009533,56.009904791911445,1,5.029306928397194,1.0,2.241559741107099
16384,state-store-tests,agentshift,3,400.01727112879354,399.15385097265244,1.4510325466593106,46.78407683968544,46.397728845477104,48.22526127099991,0.0248315433661143,1,11.001195345305831,2.187417769869901,1.0247515458560155
16384,state-store-tests,oracle,3,398.93532420198125,399.15385097265244,0.6573591381311417,62.1752900381883,62.80060764402151,63.42742685228586,15.447129805882772,1,8.277898953861879,1.6459323464873497,1.3618784185698163
32768,control-plane-tests,sticky,3,488.9774527400732,474.06966146081686,14.907791279256344,53.034075225392975,52.14302707463503,54.85146027058363,0.0,1,23.74221424341191,2.3536417135922387,1.0
