prefix_length,concurrency,mode,trials,throughput_tokens_per_second,throughput_change_fraction,ttft_p95_mean_ms,arrival_probe_ttft_mean_ms,tpot_mean_ms,tpot_p95_mean_ms,tpot_p99_mean_ms,max_token_gap_mean_ms,migration_wall_mean_ms,migration_worker_mean_ms,migration_queue_mean_ms
32768,1,no-migration,3,53.07946982442962,0.0,48.20465203374624,53.04101202636957,18.724434787492736,18.92218894014756,19.742494449019432,39.321006586154304,0.0,0.0,0.0
32768,1,sync,3,52.95093943208836,-0.0024214709145814473,42.08668569723765,81.34835585951805,18.79451488649923,18.890192732214928,19.88168836881717,70.24174152563016,95.18730143706004,37.304667135079704,0.0
32768,1,async,3,52.91895361323136,-0.003024073370159863,40.738580748438835,59.09970309585333,18.81084496435387,18.925985631843407,20.33018444975217,50.59944838285446,101.63511739422877,40.14676343649626,0.7249790554245313
32768,4,no-migration,3,202.05609734432346,0.0,63.66096312801044,53.40102377037207,19.64163489889329,19.914890949924786,20.647074095904827,40.13747442513704,0.0,0.0,0.0
32768,4,sync,3,201.52118354657904,-0.002647352912260148,64.08840635170539,76.18526741862297,19.693441862191737,19.744836104412872,20.579516266783077,65.10446375856797,88.99636814991634,33.66350755095482,0.0
32768,4,async,3,202.42425779570556,0.0018220704854785552,69.09454520791769,60.341282126804195,19.585556037772715,19.733078467349213,21.327498989800613,51.595969746510185,105.25411739945412,41.62122029811144,0.4160006841023763
32768,8,no-migration,3,403.6636860843001,0.0,69.69720839212339,57.78724358727535,19.62861444137601,19.90411337465048,20.38810836772124,45.46339437365532,0.0,0.0,0.0
32768,8,sync,3,402.1714689413648,-0.0036966841318087917,69.77242448677619,82.00241532176733,19.7022014343198,19.846773395935696,20.721971057355404,71.40773348510265,95.05696346362431,40.07049339512984,0.0
32768,8,async,3,403.1031959571796,-0.0013885076771642524,64.98768832534552,62.83531182756026,19.67523042356072,19.831459348400433,20.87590688218673,51.11841578036547,95.17644625157118,34.77229115863641,0.35334378480911255
