prefix_length,gap_ms,scenario,trials,post_tool_mean_ms,post_tool_median_ms,post_tool_p95_ms,next_turn_mean_ms,exposed_mean_ms,handoff_mean_ms,full_prefix_hit_rate,mean_cached_tokens,mean_transfer_bytes,speedup_vs_reroute,speedup_vs_on_return,overhead_vs_sticky
4096,0.0,sticky,3,42.237434846659504,41.87582153826952,43.36649365723133,42.237434846659504,0.0,0.0,1,4100,0,3.1642250291664182,2.085910398225511,1.0
4096,0.0,reroute,3,133.64874850958586,134.3280840665102,135.2099971845746,133.64874850958586,0.0,0.0,0,0,0,1.0,0.6592168316091672,3.1642250291664182
4096,0.0,agentix,3,42.0876427864035,42.00449772179127,42.3732278868556,42.0876427864035,0.0,0.0,1,4100,0,3.175486666902651,2.0933342593727207,0.9964535710845174
4096,0.0,ttl,3,43.56780586143335,43.49878244102001,45.30032817274332,43.56780586143335,0.0,0.0,1,4100,0,3.067603379767468,2.0222157806438834,1.0314974386963527
4096,0.0,tokencake-source,3,91.25083684921265,90.92565812170506,92.53168106079102,42.158869095146656,49.09196775406599,49.14225855221351,1,4100,1209139200,1.4646303872306794,0.9655090033487161,2.160425631445029
4096,0.0,tokencake-remote,3,712.8129303455353,711.2645115703344,722.2869023680687,43.52857762326797,669.2843527222673,669.3374750514826,1,4100,1209139200,0.18749484306464498,0.12359975638813332,16.876330983009748
4096,0.0,symphony,3,711.4551480238637,711.6536945104599,711.746315471828,42.74747800081968,668.707670023044,668.7514452884594,1,4100,1209139200,0.18785266911176107,0.12383564134118041,16.84418456297735
4096,0.0,on-return,3,88.1035045410196,87.58996613323689,94.6984551846981,42.545925825834274,45.55757871518532,45.55173963308334,1,4100,604569600,1.516951558349885,1.0,2.085910398225511
4096,0.0,agentshift,3,87.9233330488205,88.98419886827469,91.53299126774073,42.55357881387075,45.369754234949745,46.34464283784231,1,4100,604569600,1.5200600781976243,1.002049188605021,2.0816447155946123
4096,0.0,oracle,3,84.41503252834082,84.0985905379057,85.6474731117487,43.6205364142855,40.79449611405531,40.80629317710797,1,4100,604569600,1.583233986964534,1.0436944925827096,1.998583314417757
4096,25.0,sticky,3,42.51672358562549,42.06009954214096,43.93621347844601,42.51672358562549,0.0,0.0,1,4100,0,3.1147899281165237,2.031835381409087,1.0
4096,25.0,reroute,3,132.43066240102053,131.71193562448025,134.20234434306622,132.43066240102053,0.0,0.0,0,0,0,1.0,0.6523185923609666,3.1147899281165237
4096,25.0,agentix,3,42.06994113822778,42.09520108997822,42.14932303875685,42.06994113822778,0.0,0.0,1,4100,0,3.1478689729062745,2.053413457342983,0.9894916068380029
4096,25.0,ttl,3,42.08629950881004,41.98010917752981,42.42963436990976,42.08629950881004,0.0,0.0,1,4100,0,3.1466454391719196,2.052615323539682,0.9898763582770294
4096,25.0,tokencake-source,3,67.5277483339111,66.21659453958273,71.49132993072271,42.705192851523556,24.822555482387543,50.23944936692715,1,4100,1209139200,1.961129545534046,1.2792812645802711,1.5882632206575205
4096,25.0,tokencake-remote,3,684.2268239706755,684.477373957634,684.5523854717612,42.873493706186615,641.3533302644888,666.5676143020391,1,4100,1209139200,0.1935478963430645,0.1262548912969341,16.09312210035879
4096,25.0,symphony,3,696.6563041011492,681.4066916704178,729.7440646216273,43.29335161795219,653.3629524831971,679.0545067439476,1,4100,1209139200,0.1900946874684315,0.1240022989447051,16.385465420404177
4096,25.0,on-return,3,86.3869832828641,84.95903480798006,91.24625567346811,43.50641214599212,42.88057113687197,42.87266451865435,1,4100,604569600,1.5329932516267153,1.0,2.031835381409087
4096,25.0,agentshift,3,60.337440421183906,57.9642103984952,65.57465437799692,43.31031193335851,17.027128487825394,42.42393001914024,1,4100,604569600,2.1948339451689,1.4317309895786439,1.4191460520157162
4096,25.0,oracle,3,59.058284697433315,57.736936025321484,61.71108037233353,42.89012433340152,16.16816036403179,41.876231941084065,1,4100,604569600,2.2423723120217205,1.4627411501272147,1.3890601089826304
4096,50.0,sticky,3,42.767130148907505,42.015617713332176,44.33115664869547,42.767130148907505,0.0,0.0,1,4100,0,3.0995276009987878,2.0200322629000915,1.0
4096,50.0,reroute,3,132.5579003120462,132.5994534417987,132.84457474946976,132.5579003120462,0.0,0.0,0,0,0,1.0,0.6517226245216073,3.0995276009987878
4096,50.0,agentix,3,42.147344909608364,42.23202262073755,42.24858991801739,42.147344909608364,0.0,0.0,1,4100,0,3.1451067818468172,2.0497372462659142,0.985507906723197
4096,50.0,ttl,3,42.30512399226427,42.21655149012804,42.608763091266155,42.30512399226427,0.0,0.0,1,4100,0,3.133376948293194,2.042092648357145,0.9891971671927807
4096,50.0,tokencake-source,3,45.400310307741165,43.83314028382301,48.731436021625996,43.64563959340254,1.7546707143386204,52.20918729901314,1,4100,1209139200,2.919757583450787,1.902872075253413,1.0615701860205582
4096,50.0,tokencake-remote,3,660.3977587074041,659.5564782619476,665.9760009497404,44.29612184564272,616.1016368617614,666.765507000188,1,4100,1209139200,0.2007243340309053,0.1308165897799734,15.44171321311524
4096,50.0,symphony,3,675.327468973895,670.8996808156371,688.1585065275431,46.212942649920784,629.1145263239741,679.2749539017677,1,4100,1209139200,0.19628684808787228,0.12792457979490218,15.790806318369397
4096,50.0,on-return,3,86.39098269244035,86.1258003860712,90.19635431468487,43.11698457847039,43.27399811396996,43.267126816014446,1,4100,604569600,1.5343950975064635,1.0,2.0200322629000915
4096,50.0,agentshift,3,42.16021920243899,42.18261316418648,42.469256557524204,42.152768621842064,0.007450580596923828,50.87692259500424,1,4100,604569600,3.1441463735173762,2.0491113264288385,0.9858089391465978
4096,50.0,oracle,3,48.00138808786869,47.529139555990696,49.43291563540697,42.27946264048418,5.721925447384517,40.93632629762093,1,4100,604569600,2.7615430634921023,1.7997600930685127,1.1223897399880804
4096,100.0,sticky,3,42.95781689385573,43.335131369531155,43.79651136696339,42.95781689385573,0.0,0.0,1,4100,0,3.102572241618455,2.0534508548520276,1.0
4096,100.0,reroute,3,133.2797302554051,134.5434347167611,135.21001115441322,133.2797302554051,0.0,0.0,0,0,0,1.0,0.6618543243914431,3.102572241618455
4096,100.0,agentix,3,43.39029515782992,44.06408779323101,44.08795293420553,43.39029515782992,0.0,0.0,1,4100,0,3.0716483898209748,2.032983769813025,1.0100675102983654
4096,100.0,ttl,3,42.960366855065026,42.97912959009409,43.448048643767834,42.960366855065026,0.0,0.0,1,4100,0,3.1023880849306904,2.053328969951865,1.0000593596554406
4096,100.0,tokencake-source,3,45.88680590192477,46.287775970995426,46.850050799548626,44.9538721392552,0.9329337626695633,101.38451401144266,1,4100,1209139200,2.9045327439061204,1.9223775568908095,1.0681829110475112
